"9Online","9District","9Age","9Income","9Tenure","9Profit","0Profit"
0,1200,2,3,5.91,-124,-1
0,1200,2,NA,1.75,-43,NA
0,1300,5,1,24.33,-16,66
1,1200,2,6,7.08,208,233
0,1200,7,8,14.33,52,56
1,1300,2,4,7.5,-41,-25
0,1200,NA,NA,2.66,-44,NA
0,1100,5,8,14.83,-14,-12
1,1100,NA,NA,6.33,-39,-1
0,1200,3,7,10.25,5,7
0,1200,NA,NA,3.41,12,137
0,1300,NA,5,21.5,-3,-34
0,1200,3,3,3.33,118,113
0,1200,4,6,7.58,495,574
0,1200,7,5,11.16,-22,-28
0,1200,4,7,2.5,67,24
0,1100,5,4,0.91,-30,-130
0,1200,3,3,4.83,571,NA
0,1200,7,3,14.25,16,18
0,1200,4,6,14.83,-2,NA
0,1200,2,6,4.66,60,137
1,1300,NA,NA,0.16,10,NA
0,1200,5,8,17.58,37,55
0,1200,3,7,15.5,1016,726
1,1200,2,5,6.83,-24,-30
0,1100,NA,NA,1.41,-122,NA
0,1200,3,9,3.25,171,1506
0,1200,3,7,6.66,82,NA
0,1200,3,8,6.16,-55,4
0,1200,5,3,14.33,-55,-26
1,1200,NA,NA,0.41,-47,-33
0,1200,4,6,0.83,-25,-30
0,1200,2,5,7.58,-2,-7
1,1200,NA,NA,5.16,4,NA
0,1200,7,5,4.16,-34,235
0,1200,3,1,3,-2,-2
0,1200,4,6,4.66,-52,-53
0,1200,4,2,13,11,36
0,1200,4,7,16.08,40,374
0,1100,6,5,5.66,15,53
0,1200,NA,NA,1.5,-64,-59
0,1200,6,6,7.58,249,350
0,1200,NA,NA,8.58,597,NA
0,1200,2,6,5,-199,101
0,1200,3,7,8.08,141,-19
0,1200,4,7,12.25,-29,-39
0,1300,NA,NA,2.91,-77,NA
0,1300,3,3,17.08,14,-2
0,1100,4,5,5.08,-28,-19
0,1200,4,3,13.16,177,NA
0,1200,NA,2,0.41,56,-49
0,1200,4,5,21.66,-155,-37
0,1200,4,6,23.08,-31,-1
0,1200,2,8,8,-14,191
0,1200,5,6,27.91,7,NA
1,1200,4,7,7,33,-59
0,1200,6,4,7.08,-57,NA
0,1200,2,1,0.58,199,124
0,1200,NA,NA,9.08,-72,-40
0,1200,3,8,4.25,155,NA
1,1200,3,6,3,-85,-83
0,1200,2,7,5.08,23,-36
0,1100,NA,NA,16.83,61,NA
1,1200,2,1,0.83,-120,-121
0,1200,6,4,29.41,81,-53
1,1200,3,9,12,-64,22
0,1200,6,7,25.41,-133,-142
0,1200,3,3,15.58,-62,-62
0,1300,7,1,4.5,129,139
0,1300,6,5,17.08,105,69
1,1100,2,2,9.58,57,60
0,1100,3,5,2.41,-21,-87
0,1300,NA,NA,3.66,-45,NA
0,1200,7,7,17.25,846,1103
0,1200,6,1,7.25,-63,34
0,1300,4,7,14.83,206,186
0,1200,4,7,17.66,-103,-103
1,1200,2,7,11.41,-2,-5
0,1200,NA,NA,4.25,-6,NA
0,1200,5,7,10.41,124,-61
0,1200,NA,3,0.91,-5,-20
0,1200,3,3,0.83,-21,-24
0,1200,4,7,3.5,-5,-61
0,1200,4,6,10.58,141,306
0,1200,4,9,4.66,326,546
0,1200,NA,NA,19.33,108,NA
0,1200,4,3,9.66,-69,-65
0,1200,NA,NA,3.91,-13,-1
0,1200,5,9,6.66,1130,1183
0,1200,7,1,26.25,-61,NA
1,1300,3,1,16.58,-34,-29
1,1200,3,8,10.58,-75,-47
0,1200,4,6,26.75,25,206
0,1200,4,2,3.83,-122,-109
0,1200,7,6,30.08,292,227
0,1200,5,6,13.83,-29,NA
0,1200,5,6,5.16,76,142
0,1200,4,3,1.16,-6,78
0,1200,NA,NA,10.08,-38,-16
0,1200,2,7,6.75,422,213
0,1200,4,6,10.91,-23,51
0,1300,4,6,28.41,302,175
0,1300,NA,NA,19.41,187,216
0,1100,4,5,13.5,3,60
0,1200,6,8,23.5,-66,73
0,1200,3,5,1.5,-29,NA
0,1200,NA,NA,11.5,385,365
0,1200,6,6,28.16,344,298
0,1200,6,6,2.91,-53,17
0,1300,NA,NA,30.41,510,-121
0,1300,NA,NA,7.83,-17,-16
0,1200,4,8,15.91,520,380
1,1200,2,3,8.75,390,-85
0,1200,NA,NA,4.25,-47,102
0,1200,3,6,12.75,179,253
0,1200,NA,NA,5.83,46,-37
0,1200,NA,NA,7.5,-31,-31
1,1200,4,6,15.25,-39,NA
1,1200,4,8,3,185,195
1,1200,NA,NA,2.5,-55,NA
0,1200,3,8,12.58,465,810
0,1200,5,6,7.83,375,191
0,1100,NA,NA,4.83,351,NA
0,1300,2,8,6.66,-42,-4
0,1300,7,5,2.58,70,32
0,1200,NA,NA,8.25,129,44
0,1100,4,1,23.91,-5,-15
0,1200,3,8,17.5,48,3565
0,1300,5,4,26.16,42,-33
0,1200,6,6,30.41,-67,-64
0,1200,NA,NA,0.41,1,NA
0,1200,3,9,18.08,70,233
0,1200,5,6,13.16,875,NA
0,1100,6,6,1.41,-31,NA
1,1200,3,9,6.75,-34,21
0,1200,NA,NA,13.25,14,-7
1,1200,1,9,0.91,-27,17
1,1200,5,2,3.41,15,-59
0,1200,3,7,9.41,-3,-58
0,1200,5,9,26.75,617,273
0,1200,3,1,5.91,-19,-18
0,1200,6,7,23.83,43,-107
0,1200,NA,NA,5.66,19,-99
0,1200,NA,NA,14.08,957,577
0,1300,NA,NA,29.16,821,263
0,1200,5,4,27.91,-128,-130
0,1300,6,1,8.16,169,207
0,1200,3,9,4.83,185,140
0,1200,4,7,26.33,3,-40
0,1100,NA,NA,2.25,-70,-88
0,1200,NA,NA,1.58,317,NA
1,1300,4,4,1.58,-4,NA
1,1200,2,1,8.08,-22,-22
0,1300,3,4,20.33,-146,331
0,1200,1,3,2.5,-28,-3
1,1200,NA,NA,1.91,122,-116
0,1200,3,7,19.58,-22,-22
0,1200,3,NA,5,44,-8
0,1200,7,6,31.58,-28,NA
0,1200,7,3,22.08,239,628
0,1200,4,7,3.41,101,-6
0,1300,NA,NA,8.5,-60,-41
0,1200,4,8,10.16,1095,1082
0,1200,NA,NA,1.41,-8,NA
1,1200,2,1,2.58,6,40
0,1200,NA,NA,4.83,-3,NA
0,1300,NA,NA,0.33,-32,NA
0,1200,7,NA,23.75,714,303
0,1200,5,6,6.41,-54,-29
0,1200,2,3,1.08,-109,-69
0,1100,5,6,7.58,-31,-31
0,1100,2,5,5.41,-62,-10
0,1200,NA,NA,10.75,203,185
0,1100,NA,NA,7.58,-44,-82
0,1200,3,5,13.83,62,-4
0,1200,3,6,9.5,28,290
0,1100,NA,1,1.41,-67,NA
0,1300,3,NA,1.5,-1,1
0,1200,3,8,4.33,501,434
0,1200,3,6,9.08,746,1154
0,1200,NA,NA,5.33,5,NA
0,1300,NA,NA,1.41,-9,-91
0,1200,NA,NA,7.41,-97,-22
0,1200,5,4,1.25,174,279
0,1200,5,3,14.41,-159,-105
0,1300,NA,NA,1.5,-40,-28
0,1200,2,6,6.33,-63,109
0,1200,NA,NA,2.5,605,NA
0,1200,4,9,0.66,-3,-61
0,1200,2,6,8.16,-15,11
0,1100,3,6,4.75,-32,-27
0,1200,5,7,9.5,709,777
0,1300,5,3,33.08,-126,-172
0,1200,5,2,37.25,215,264
0,1200,4,7,6.41,-27,-36
0,1200,NA,NA,9.66,-44,2
0,1200,7,4,22.91,90,55
0,1200,2,3,7.08,-34,46
0,1200,7,7,7.83,-57,-43
0,1200,3,8,2.58,-7,14
0,1200,NA,1,4.25,-11,NA
1,1200,4,4,13.83,166,498
0,1300,NA,NA,16.25,206,-114
0,1300,7,5,24.91,21,-23
1,1200,NA,NA,0.66,-35,NA
0,1200,4,9,12.58,146,-34
0,1200,NA,NA,1.33,-80,-22
0,1100,6,1,24.16,2039,2528
0,1100,3,4,22.91,-26,-64
0,1100,NA,3,2.58,-50,NA
0,1200,5,6,25.83,1599,1453
0,1200,5,7,4,77,394
0,1100,4,6,14.58,28,26
0,1200,4,5,16.91,78,80
0,1200,NA,NA,0.41,1,NA
0,1200,NA,NA,14.33,416,761
0,1100,NA,NA,1.41,-15,-28
1,1200,NA,NA,2.16,-55,423
0,1200,NA,NA,3.83,-15,NA
1,1200,3,6,6.5,-56,-88
0,1200,7,4,18.16,76,-27
0,1200,4,7,10.5,141,50
0,1100,NA,NA,7.5,-30,-30
0,1300,4,2,22.25,16,131
0,1100,3,6,7.5,-39,-16
0,1200,7,3,15.5,-16,41
0,1200,7,9,4.5,224,269
0,1200,NA,NA,5.25,530,-24
0,1100,4,6,4.41,-44,NA
0,1200,NA,NA,1.08,15,NA
1,1200,2,5,4.58,-17,-24
0,1100,NA,NA,2.66,-2,11
0,1300,NA,NA,13,24,NA
0,1200,3,6,0.66,-23,NA
0,1200,5,6,27.75,854,358
0,1200,7,8,12.66,195,-5
0,1200,NA,NA,5.41,48,59
0,1300,3,8,3.75,49,201
0,1200,NA,NA,7.66,211,195
0,1200,4,9,25.33,-13,-54
0,1100,3,3,4.58,-58,NA
0,1100,6,2,15.5,87,69
0,1200,5,7,8.41,127,152
0,1200,4,7,13.5,233,174
0,1200,3,4,14.16,294,316
0,1200,NA,NA,12.83,150,145
0,1300,NA,NA,33.66,-17,2
1,1300,1,1,12.16,-17,-28
0,1200,NA,NA,6.91,-17,NA
0,1300,4,7,17.66,21,-84
0,1200,NA,NA,5.25,-46,-48
1,1100,3,5,6.41,-58,-9
0,1300,3,7,1.08,-7,113
0,1200,NA,NA,2.25,11,133
0,1200,3,3,6,-34,-21
0,1200,5,5,28.16,106,64
1,1200,NA,3,9.5,-88,-113
0,1200,7,6,0.33,-71,-53
0,1200,NA,NA,20.91,320,NA
1,1200,4,1,21.25,457,310
0,1200,NA,NA,8.25,3,7
1,1200,3,6,15.5,79,52
0,1200,4,4,3.91,36,642
0,1200,7,8,15.83,450,547
0,1200,7,8,18.66,-67,-67
0,1200,3,6,10.41,84,89
0,1200,NA,NA,0.33,22,NA
0,1200,NA,NA,4.58,4,NA
0,1200,5,6,5.66,182,178
0,1100,3,6,9.41,-76,489
0,1200,NA,NA,2.08,-14,NA
0,1300,NA,NA,4,406,NA
0,1200,5,6,1.16,64,222
0,1200,NA,NA,3.41,-70,NA
1,1200,NA,NA,1.33,-89,NA
0,1200,4,1,9.41,-10,6
0,1200,4,5,6.58,-30,-30
0,1200,NA,NA,6.58,-187,NA
1,1200,4,9,14.66,496,876
1,1200,3,6,22.58,60,-62
1,1200,2,7,0.41,-20,-31
0,1300,7,6,10.91,108,9
0,1300,3,7,10.5,440,2922
0,1200,3,4,0.91,261,308
0,1100,NA,NA,40,651,712
1,1200,4,6,1,-37,-43
0,1300,5,3,8.41,-9,-22
0,1200,2,4,2.33,114,NA
0,1100,2,1,2.83,100,NA
0,1100,4,4,8.5,-32,-35
0,1100,5,5,10.25,-43,-35
0,1200,NA,NA,22.58,-29,NA
0,1200,5,3,21.16,118,23
0,1300,NA,NA,7.41,82,51
1,1200,2,1,10,-81,28
0,1300,7,4,1.83,-16,0
1,1200,2,8,11,-142,21
0,1100,NA,NA,14.66,-25,NA
0,1300,4,3,2.41,-23,-25
0,1100,4,5,6.83,-54,35
0,1100,NA,NA,5.25,-86,NA
0,1200,6,5,3.75,354,368
0,1200,3,7,10.33,236,221
0,1200,NA,NA,0.41,-65,6
0,1200,3,1,3.33,-29,-28
0,1200,3,5,4.75,-9,-9
0,1200,4,8,6.08,-48,-39
0,1200,5,7,27.83,129,-33
0,1200,4,4,5.5,-49,-34
0,1200,3,7,17.66,29,68
0,1300,7,1,28.41,136,117
0,1200,NA,NA,12.75,0,-28
0,1200,2,7,9.5,80,32
0,1200,7,4,10.41,433,847
0,1300,6,4,31.25,-61,-55
0,1100,6,1,16.16,-57,-57
0,1200,2,3,3.91,-55,-29
0,1200,NA,NA,0.41,-83,NA
0,1200,NA,NA,21.16,-18,224
0,1300,3,7,4.66,323,183
0,1200,NA,NA,2.83,502,-24
0,1200,2,1,4.25,-38,-48
1,1200,3,5,3.41,124,-29
0,1200,2,5,12.41,1980,NA
0,1200,NA,NA,13.41,-2,-1
0,1300,NA,NA,1.08,-34,24
0,1200,7,2,20.5,111,103
1,1200,NA,NA,1.25,-33,NA
1,1200,2,5,4.75,-27,-33
0,1200,NA,6,3.08,71,65
0,1200,5,6,3.41,65,31
0,1200,NA,NA,3.5,161,NA
0,1200,7,4,31.83,502,423
0,1200,NA,NA,20.5,-30,10
0,1200,NA,6,6.08,978,949
0,1100,NA,NA,19.33,-67,NA
0,1300,6,2,7.75,-78,-73
0,1200,NA,NA,3.75,-3,621
0,1200,NA,NA,6.91,37,0
0,1300,7,1,6.08,-37,-53
1,1300,3,5,5.33,68,56
1,1100,NA,NA,1.5,-13,NA
0,1200,5,5,1.33,-22,NA
0,1300,NA,NA,22.75,-16,NA
0,1200,6,6,2.33,-63,-62
0,1100,NA,NA,8.75,-33,75
0,1200,NA,NA,6.41,-116,NA
0,1100,NA,NA,24.25,17,-15
0,1200,5,9,4.33,-132,-160
0,1200,4,9,19.25,546,1028
0,1200,4,8,18.75,-19,-30
0,1200,5,5,30.08,-37,-38
0,1300,5,8,5.08,64,52
0,1200,2,7,7.41,-96,-43
0,1200,NA,NA,12.83,1,NA
0,1200,4,6,0.41,39,40
0,1200,3,7,3.16,647,335
0,1200,2,1,4.66,-116,-191
1,1200,2,5,7.5,-12,NA
0,1200,2,8,7.41,207,213
0,1200,6,8,6.83,-34,-22
0,1200,4,8,5.25,-38,-19
0,1200,3,7,4.16,-100,101
0,1100,4,2,4.33,-20,-37
0,1300,2,4,3.75,-29,-17
0,1200,7,8,4.66,-49,11
1,1200,3,5,13.08,101,NA
0,1100,NA,NA,0.41,-55,NA
0,1200,NA,NA,1.58,-7,NA
0,1100,5,3,5.33,151,NA
0,1300,2,7,1.5,24,38
1,1200,2,9,4.16,192,429
1,1200,2,8,7.33,-70,316
0,1200,NA,NA,5.16,1073,581
0,1200,6,6,27,367,390
0,1200,5,6,21.41,406,475
0,1200,3,5,7.41,-15,109
0,1300,1,1,9.33,-66,-15
0,1200,2,5,5.25,-16,1
0,1200,1,7,3,-24,-21
0,1200,NA,NA,0.5,0,NA
0,1200,3,5,13.91,-34,16
0,1300,NA,NA,5.41,86,267
0,1100,4,5,3.5,95,104
0,1200,4,5,4.08,274,141
0,1200,NA,NA,2.41,-161,-199
0,1200,3,3,3.41,14,-3
0,1200,7,7,22.75,101,179
1,1200,2,7,1.83,264,-94
0,1200,NA,NA,1.16,-8,NA
0,1100,3,5,3.75,68,83
0,1200,5,6,2.66,-52,-12
0,1200,NA,NA,5.33,-23,NA
0,1300,4,1,14.75,-42,-70
0,1200,4,7,3.5,-24,90
0,1200,NA,NA,5.75,-87,-143
0,1200,2,6,1.83,-48,NA
0,1200,NA,NA,14.91,106,201
1,1200,3,7,6.75,208,54
0,1100,3,6,6.16,-34,-37
0,1100,2,2,7.41,934,1014
0,1300,NA,NA,1.16,-30,-30
0,1300,1,3,3.16,-20,-48
0,1200,6,4,20.16,46,NA
0,1200,NA,NA,7.83,379,167
0,1300,3,6,3.25,440,461
0,1200,2,NA,5.41,-27,5
0,1300,NA,NA,6.41,44,NA
0,1200,6,5,30.08,724,566
0,1200,3,6,2.16,-59,-36
0,1100,5,8,10.58,-32,-12
0,1200,3,6,6.08,144,84
0,1200,NA,NA,15.66,-37,90
1,1200,4,9,12.08,-29,1568
0,1200,2,9,5.83,-5,128
0,1200,NA,NA,16.5,-200,-119
0,1200,3,9,3.58,848,1224
0,1200,3,7,11.58,294,517
0,1200,4,4,23.58,313,210
0,1300,NA,6,25.91,306,77
0,1200,2,6,5.16,-3,7
0,1200,7,4,10.41,754,NA
0,1100,4,7,5.25,344,450
1,1200,2,8,5.33,-60,-27
0,1200,3,6,7.41,736,956
0,1200,1,1,7.41,-27,NA
0,1200,6,6,7.5,-51,-37
0,1200,2,1,1.66,34,48
1,1200,4,6,17.41,124,513
0,1300,3,4,7,424,495
1,1200,NA,NA,6.66,12,44
0,1200,2,6,3.91,87,25
0,1200,4,8,15.08,-43,-34
0,1200,4,8,17.5,-46,-77
1,1200,6,3,13.33,81,372
0,1300,3,1,8,-38,425
1,1200,1,6,1.75,67,104
0,1200,2,2,9.91,109,4
0,1300,2,1,0.75,-3,-31
0,1300,6,3,22.08,267,472
0,1200,5,5,15.91,74,27
0,1100,6,5,33.83,273,263
0,1200,5,4,2.41,-29,-18
0,1200,NA,NA,13.08,120,NA
0,1100,2,6,4.75,18,-70
0,1200,2,6,7.41,-99,-81
0,1300,3,4,9.66,-88,-65
0,1200,6,9,21.66,-4,47
0,1200,NA,NA,4,109,116
1,1200,NA,NA,3.08,-19,NA
0,1200,3,4,5.66,201,172
0,1100,3,5,3.75,-1,-38
0,1200,2,6,5.08,469,419
0,1200,2,3,2.58,-36,-37
0,1200,1,3,2.91,-8,-26
0,1200,2,6,2.5,-13,-15
0,1200,6,4,17.75,1005,719
0,1300,5,6,2.83,1562,1455
0,1200,7,4,1,832,87
0,1200,2,6,2.5,-51,NA
0,1200,6,1,3.33,-64,-71
0,1200,6,6,32.41,-62,-21
1,1200,NA,NA,1.08,-35,-72
0,1200,5,6,7.75,119,395
0,1200,4,6,10.83,0,0
0,1200,NA,NA,0.16,-36,29
0,1200,4,4,4.58,80,NA
0,1200,4,5,28.41,-41,-21
0,1200,6,3,11.25,150,207
1,1200,NA,NA,2.83,-6,NA
0,1200,4,7,8.08,480,88
0,1200,3,2,5.58,-40,-94
0,1300,3,4,2.16,82,50
0,1200,2,6,8.5,-38,25
0,1200,5,6,6.25,488,636
0,1200,NA,NA,7.66,-20,NA
0,1200,NA,NA,2.16,14,3
1,1200,NA,NA,10.25,-18,NA
0,1200,4,9,27.08,202,314
0,1200,NA,NA,4.91,-29,-34
0,1200,4,6,7.41,-14,61
0,1300,4,7,6.66,2,57
0,1200,7,6,26.25,159,67
1,1200,4,6,28.75,246,332
0,1200,4,7,15.66,127,11
0,1200,4,3,2.08,249,209
0,1100,4,7,16,-72,-72
1,1200,5,9,35.66,-88,39
0,1200,3,1,1.25,64,368
0,1300,4,6,14.25,117,46
0,1200,3,5,14.25,-17,-3
0,1200,2,5,5.41,-1,NA
0,1100,NA,NA,4.41,43,11
0,1200,2,7,6.91,227,191
0,1200,3,7,2.75,-183,-203
1,1200,2,9,5.08,-21,-26
0,1200,NA,NA,3.41,433,929
0,1200,4,7,18.66,996,1097
0,1200,4,7,8.83,416,241
0,1200,NA,NA,1,12,NA
0,1200,NA,NA,6.41,-19,NA
0,1200,7,6,12.75,41,75
1,1300,7,1,29.91,24,2017
0,1200,3,7,6.83,-58,-166
0,1100,5,4,12.83,-71,NA
0,1200,3,6,10.08,-94,-105
0,1200,NA,NA,1.5,-25,NA
0,1200,3,9,2.75,2063,331
0,1200,4,3,8.91,-31,-23
0,1100,3,7,24.16,19,35
0,1200,5,7,27.66,417,310
0,1300,3,1,0.66,-18,5
0,1300,4,3,5.83,-2,-9
0,1100,4,3,11.91,275,369
0,1200,NA,NA,1,17,NA
0,1200,6,7,13.25,38,35
0,1200,2,3,2.25,-6,-34
0,1200,5,5,30,425,239
0,1200,7,3,1.5,-70,-22
0,1200,2,7,2.16,-55,-32
0,1200,4,3,8.91,-13,-37
0,1100,3,1,3.58,-26,NA
1,1300,3,8,11.5,80,54
0,1200,7,3,19.16,366,141
0,1100,7,7,14.33,641,277
0,1200,5,6,6,61,NA
0,1300,2,8,10.41,220,532
0,1300,2,5,25.25,369,365
0,1200,NA,NA,0.41,46,NA
0,1200,2,7,16.33,-152,-67
1,1200,2,7,9.5,128,214
0,1200,6,4,37.58,-113,-141
0,1200,4,9,6.5,327,NA
0,1200,2,NA,3.08,-8,-11
0,1200,6,6,0.5,1027,430
0,1100,NA,NA,10.41,-30,NA
0,1200,6,6,1.5,73,271
0,1100,4,6,2.41,-181,-91
0,1200,3,9,8.33,-24,-21
0,1200,4,7,8.91,958,1783
0,1100,NA,1,19.66,-53,-27
0,1200,4,4,3.75,-20,-54
0,1200,2,7,4.33,58,62
0,1200,NA,NA,9,16,-43
0,1200,6,3,5.5,-7,203
0,1200,6,3,0.83,-60,-42
0,1200,4,7,18.08,-89,-92
0,1200,NA,NA,0.66,-30,NA
0,1200,3,5,19.25,110,116
0,1200,3,7,4.25,336,526
0,1200,NA,1,1.33,12,48
0,1200,4,7,22.08,429,572
0,1200,3,2,4.91,-8,-61
0,1200,6,3,3.83,-90,-80
0,1300,NA,NA,22.08,331,NA
0,1200,4,9,1,-64,-21
1,1200,4,9,20.83,-186,-189
0,1200,NA,1,11.33,-50,-58
0,1300,4,6,17.25,115,129
0,1300,7,6,15,25,NA
0,1200,5,3,19.33,25,22
0,1200,NA,NA,0.25,10,NA
0,1200,5,9,11.83,658,649
0,1200,NA,NA,0.58,-29,-23
1,1200,3,9,6.75,770,630
0,1300,3,6,5.16,-33,-25
0,1100,4,5,25.5,392,342
0,1200,7,7,20.83,-142,-132
0,1200,3,6,5,80,-11
1,1200,3,7,7.16,370,292
0,1200,NA,NA,3.25,-23,-26
0,1200,NA,NA,4.75,-7,NA
0,1200,2,6,9.83,603,364
1,1100,NA,NA,6.16,-28,-29
0,1200,4,6,27.33,-17,-16
0,1100,4,7,3.5,-10,15
0,1200,6,1,0.41,176,90
0,1300,6,5,12,-26,-68
0,1200,5,8,7.41,169,39
0,1200,2,3,6.91,-194,-179
0,1200,3,4,5.08,-27,-21
0,1100,5,4,4,-15,NA
0,1200,7,3,22.08,434,362
1,1200,NA,NA,4.08,327,NA
0,1200,1,8,4.75,-179,-112
0,1200,NA,NA,17,149,60
0,1200,2,1,1.91,12,NA
0,1200,4,9,4.25,3,12
0,1200,3,4,0.33,-29,128
0,1200,7,8,9.41,-21,NA
0,1200,2,2,6.58,80,170
1,1200,2,6,8.16,-22,-39
0,1200,6,7,8.08,56,94
0,1300,3,7,1.41,-2,NA
0,1300,5,3,23.58,5,-3
0,1200,NA,NA,0.5,1,NA
0,1200,NA,NA,8.83,223,333
0,1100,5,7,16.75,83,NA
1,1200,3,3,2.5,-30,-58
0,1200,3,5,4.66,26,147
0,1100,3,2,7.91,-71,-96
0,1200,3,8,20.75,-34,94
0,1300,7,1,26.25,194,686
0,1300,4,6,11,-93,NA
0,1200,7,8,2.25,980,260
0,1200,NA,NA,29.66,39,-21
1,1200,5,8,10.5,1550,2778
1,1200,4,6,5.58,174,17
1,1200,1,3,11,-71,17
0,1200,4,3,1.41,-60,-49
0,1200,NA,NA,4.41,-1,-2
0,1300,5,5,7.58,286,684
1,1100,NA,NA,21.41,98,NA
0,1300,NA,NA,12.16,928,2901
0,1100,5,6,17.91,-133,-120
0,1200,5,9,7.16,29,-22
0,1200,3,7,14.25,269,272
0,1200,NA,NA,0.58,121,NA
0,1200,5,6,27.33,-57,-24
1,1200,6,7,15.75,7,204
0,1200,3,7,10.16,1037,986
0,1100,2,5,3.75,-34,221
1,1200,2,3,7.33,-77,300
0,1200,3,7,7.41,203,211
0,1200,NA,NA,12.83,197,NA
0,1200,NA,NA,17.08,409,268
0,1300,NA,NA,2.25,-29,-27
0,1200,4,9,15.33,34,-56
0,1200,2,8,2,420,789
0,1200,7,NA,11.5,-68,-69
0,1200,4,6,12.25,-177,NA
0,1100,4,9,6.33,-2,-2
0,1200,NA,NA,0.33,-3,1172
0,1200,3,7,7.58,148,269
0,1200,5,6,37.66,31,12
0,1200,7,2,21.83,-69,-74
0,1200,3,8,18.08,342,427
1,1200,2,6,7.58,-4,1687
0,1200,5,4,9.16,757,121
0,1200,3,4,6.5,81,73
0,1200,6,4,3.25,-70,-116
0,1200,5,1,6.66,-29,-2
0,1200,3,3,4.75,-21,-2
0,1200,3,NA,4.25,-7,10
0,1200,3,8,11.5,317,-84
0,1200,NA,NA,24.91,-52,-117
0,1200,4,7,22.41,14,4
0,1200,4,6,6.91,62,-20
0,1100,2,1,7.75,-113,23
0,1200,4,6,17,-53,-26
0,1200,6,1,28.83,-11,-29
0,1100,NA,NA,5.08,-91,NA
0,1300,2,4,4.66,87,29
0,1200,NA,NA,7.16,-70,-70
0,1200,NA,NA,6.41,-32,NA
0,1200,2,1,1.41,75,77
0,1200,7,5,5.16,34,42
0,1200,4,8,1.08,-25,-9
0,1200,4,9,4.66,326,419
0,1200,2,2,1.75,-29,-22
0,1200,NA,NA,2.5,-21,-23
1,1200,2,4,6.75,-1,-56
1,1200,3,9,13.58,125,173
0,1300,6,3,6.08,147,98
0,1200,5,4,0.5,-41,-60
0,1200,4,7,10.83,-9,27
0,1100,7,7,13.75,-37,-98
0,1100,NA,NA,6.66,-77,-52
0,1200,NA,NA,18.66,24,NA
0,1200,3,2,12.5,-1,-25
0,1300,NA,NA,1.33,0,NA
0,1200,4,7,6.16,32,NA
0,1200,1,2,2.83,74,139
0,1200,4,9,16.33,58,45
0,1200,NA,NA,1.33,-50,NA
0,1200,7,7,22.08,-23,-47
0,1100,NA,NA,0.75,-35,NA
0,1200,NA,NA,0.91,11,-3
0,1200,2,4,5.33,-12,-12
1,1300,2,4,3.08,-8,-31
1,1200,2,3,5.91,191,NA
0,1200,5,9,23.5,60,300
0,1200,NA,NA,3.33,-132,NA
0,1200,2,3,1,18,45
1,1100,4,7,4.25,-194,-243
0,1200,3,7,10.41,36,10
0,1100,3,6,18.25,750,747
1,1200,1,NA,5.5,7,-10
0,1300,5,8,21.41,280,371
0,1200,4,5,5.58,63,-20
0,1200,NA,NA,9.41,-126,NA
0,1200,4,8,38.5,855,747
0,1300,5,5,4.58,104,54
0,1200,2,6,5.75,-94,-45
0,1300,7,8,22.08,-69,-71
0,1200,2,6,5.58,571,446
0,1200,6,NA,0.5,-5,-47
0,1200,5,9,5.75,621,191
1,1200,7,6,5.5,883,300
1,1200,NA,NA,21.33,-112,-197
0,1200,2,6,6.16,-25,59
0,1200,3,7,13.91,-48,-183
0,1200,4,8,6.66,219,NA
0,1300,NA,NA,4.66,-3,NA
0,1300,7,4,9,-24,-69
0,1200,3,3,8.25,-52,62
0,1200,NA,NA,1.16,-10,NA
0,1200,NA,NA,1.91,1414,476
0,1200,5,3,23,-39,797
0,1100,4,3,2,-26,-26
0,1200,NA,NA,2.91,13,13
0,1200,3,5,15.75,-94,-108
0,1100,3,1,11.58,-114,-31
0,1200,3,6,3.16,-55,-71
0,1300,3,7,19.16,-124,1244
0,1200,NA,NA,1.83,-31,NA
0,1200,7,4,10.16,1239,1667
0,1200,6,9,0.66,13,2285
1,1200,6,1,9.75,-7,12
0,1200,7,4,1.25,-1,-17
0,1200,5,4,7.58,-43,-27
0,1200,2,7,8.5,122,123
0,1200,7,2,12.5,33,NA
0,1300,NA,NA,16.41,6,127
0,1200,NA,NA,12.91,1540,539
0,1200,NA,NA,22.08,614,NA
0,1200,4,6,16.16,-142,-126
0,1200,3,7,9.5,425,544
1,1300,NA,NA,0.16,-19,NA
0,1200,4,9,4.41,-6,525
0,1200,5,5,19.83,100,142
0,1200,2,6,9.66,-52,398
1,1200,1,5,4.16,-36,NA
0,1200,6,1,8.91,805,782
0,1200,1,8,5.33,40,34
0,1200,NA,NA,1.08,114,111
1,1200,NA,NA,2.58,53,0
0,1300,1,4,4.41,-21,26
0,1100,5,5,13.16,438,114
0,1300,1,1,18.5,389,359
0,1200,4,5,6.75,168,241
0,1200,NA,NA,28.66,-132,-135
0,1200,3,6,7.08,-202,NA
0,1200,2,7,4.5,14,-34
1,1200,2,3,1.33,-80,NA
0,1200,NA,NA,17.33,-68,-66
0,1200,2,7,6.41,119,-9
0,1200,6,9,38.5,1477,3482
0,1200,4,7,3,-43,NA
0,1100,NA,NA,11.58,35,NA
1,1300,1,3,7.58,19,-48
0,1200,4,6,10.33,-2,-8
1,1200,2,2,1.91,-47,-35
0,1200,NA,NA,4.5,338,208
